date,session_key,driver_number,gap_to_leader,interval,meeting_key
2026-07-05T14:21:34.669000+00:00,11326,1,13.365,1.168,1289
2026-07-05T14:21:38.196000+00:00,11326,1,13.488,1.211,1289
2026-07-05T14:21:42.259000+00:00,11326,1,13.64,1.102,1289
2026-07-05T14:21:48.296000+00:00,11326,1,13.617,1.095,1289
2026-07-05T14:21:52.256000+00:00,11326,1,13.653,1.133,1289
2026-07-05T14:21:56.552000+00:00,11326,1,13.806,1.21,1289
2026-07-05T14:21:57.805000+00:00,11326,1,13.849,1.222,1289
2026-07-05T14:22:02.820000+00:00,11326,1,13.974,1.214,1289
2026-07-05T14:22:08.409000+00:00,11326,1,14.066,1.274,1289
2026-07-05T14:22:13.850000+00:00,11326,1,13.927,1.206,1289
2026-07-05T14:22:17.713000+00:00,11326,1,13.751,1.148,1289
2026-07-05T14:22:21.670000+00:00,11326,1,13.834,1.07,1289
2026-07-05T14:22:24.198000+00:00,11326,1,13.865,1.055,1289
2026-07-05T14:22:26.879000+00:00,11326,1,13.899,1.039,1289
2026-07-05T14:22:30.573000+00:00,11326,1,14.094,1.005,1289
2026-07-05T14:22:35.326000+00:00,11326,1,14.204,1.038,1289
2026-07-05T14:22:37.905000+00:00,11326,1,14.234,1.062,1289
2026-07-05T14:22:40.286000+00:00,11326,1,14.283,1.087,1289
2026-07-05T14:22:42.333000+00:00,11326,1,14.306,1.095,1289
2026-07-05T14:22:45.415000+00:00,11326,1,14.352,1.067,1289
2026-07-05T14:22:50.540000+00:00,11326,1,14.453,1.083,1289
2026-07-05T14:22:51.836000+00:00,11326,1,14.445,1.102,1289
2026-07-05T14:22:57.593000+00:00,11326,1,14.613,1.108,1289
2026-07-05T14:22:59.049000+00:00,11326,1,14.676,1.137,1289
2026-07-05T14:23:01.162000+00:00,11326,1,14.687,1.115,1289
2026-07-05T14:23:02.025000+00:00,11326,1,14.681,1.11,1289
2026-07-05T14:23:06.807000+00:00,11326,1,14.525,1.056,1289
2026-07-05T14:23:10.050000+00:00,11326,1,14.411,1.002,1289
2026-07-05T14:23:13.582000+00:00,11326,1,14.487,1.045,1289
2026-07-05T14:23:17.668000+00:00,11326,1,14.637,0.995,1289
2026-07-05T14:23:23.756000+00:00,11326,1,14.6,1.045,1289
2026-07-05T14:23:27.634000+00:00,11326,1,14.656,1.069,1289
2026-07-05T14:23:31.925000+00:00,11326,1,14.781,1.099,1289
2026-07-05T14:23:33.188000+00:00,11326,1,14.822,1.107,1289
2026-07-05T14:23:38.268000+00:00,11326,1,15.047,1.076,1289
2026-07-05T14:23:43.883000+00:00,11326,1,15.144,1.095,1289
2026-07-05T14:23:49.264000+00:00,11326,1,15.001,1.038,1289
2026-07-05T14:23:53.103000+00:00,11326,1,14.779,0.957,1289
2026-07-05T14:23:57.043000+00:00,11326,1,14.872,0.875,1289
2026-07-05T14:23:59.633000+00:00,11326,1,14.91,0.87,1289
2026-07-05T14:24:02.240000+00:00,11326,1,14.944,0.869,1289
2026-07-05T14:24:05.998000+00:00,11326,1,15.138,0.852,1289
2026-07-05T14:24:10.693000+00:00,11326,1,15.204,0.883,1289
2026-07-05T14:24:13.140000+00:00,11326,1,15.196,0.878,1289
2026-07-05T14:24:15.606000+00:00,11326,1,15.154,0.827,1289
