date,session_key,gap_to_leader,interval,meeting_key,driver_number
2026-03-15T07:25:16.712000+00:00,11245,4.945,0.447,1280,16
2026-03-15T07:25:23.442000+00:00,11245,5.462,0.97,1280,16
2026-03-15T07:25:37.481000+00:00,11245,6.167,1.946,1280,16
2026-03-15T07:25:42.257000+00:00,11245,6.108,1.188,1280,16
2026-03-15T07:25:43.281000+00:00,11245,5.621,0.975,1280,16
2026-03-15T07:25:46.642000+00:00,11245,4.969,1.19,1280,16
2026-03-15T07:25:49.778000+00:00,11245,6.209,1.51,1280,16
2026-03-15T07:25:50.953000+00:00,11245,6.385,1.383,1280,16
2026-03-15T07:25:56.038000+00:00,11245,5.592,0.9,1280,16
2026-03-15T07:25:58.059000+00:00,11245,5.798,0.491,1280,16
2026-03-15T07:26:02.310000+00:00,11245,6.04,0.798,1280,16
2026-03-15T07:26:11.133000+00:00,11245,6.023,0.797,1280,16
2026-03-15T07:26:17.650000+00:00,11245,6.002,1.128,1280,16
2026-03-15T07:26:23.459000+00:00,11245,6.461,2.085,1280,16
2026-03-15T07:26:27.648000+00:00,11245,6.368,1.667,1280,16
2026-03-15T07:26:38.302000+00:00,11245,6.201,1.07,1280,16
2026-03-15T07:26:42.474000+00:00,11245,5.811,0.676,1280,16
2026-03-15T07:26:48.536000+00:00,11245,5.498,1.124,1280,16
2026-03-15T07:26:57.771000+00:00,11245,5.485,1.429,1280,16
2026-03-15T07:27:06.614000+00:00,11245,6.347,1.514,1280,16
2026-03-15T07:27:12.536000+00:00,11245,7.208,2.082,1280,16
2026-03-15T07:27:23.521000+00:00,11245,7.048,1.208,1280,16
2026-03-15T07:27:31.146000+00:00,11245,4.582,0.942,1280,16
2026-03-15T07:27:39.078000+00:00,11245,3.513,0.752,1280,16
2026-03-15T07:27:47.533000+00:00,11245,2.77,0.453,1280,16
2026-03-15T07:27:55.342000+00:00,11245,3.025,0.581,1280,16
2026-03-15T07:28:06.981000+00:00,11245,2.59,0.508,1280,16
2026-03-15T07:28:11.441000+00:00,11245,2.396,0.348,1280,16
2026-03-15T07:28:12.550000+00:00,11245,2.47,0.359,1280,16
2026-03-15T07:28:15.191000+00:00,11245,2.408,0.318,1280,16
2026-03-15T07:28:16.644000+00:00,11245,2.372,0.305,1280,16
2026-03-15T07:28:17.426000+00:00,11245,2.35,0.298,1280,16
2026-03-15T07:28:21.441000+00:00,11245,2.127,0.271,1280,16
2026-03-15T07:28:22.550000+00:00,11245,2.013,0.243,1280,16
2026-03-15T07:28:25.068000+00:00,11245,2.046,0.236,1280,16
2026-03-15T07:28:30.348000+00:00,11245,2.252,0.232,1280,16
2026-03-15T07:28:36.278000+00:00,11245,2.351,0.091,1280,16
2026-03-15T07:28:39.911000+00:00,11245,2.544,0.321,1280,16
2026-03-15T07:28:43.461000+00:00,11245,2.564,0.405,1280,16
2026-03-15T07:28:51.158000+00:00,11245,2.822,0.461,1280,16
2026-03-15T07:28:54.856000+00:00,11245,2.828,0.484,1280,16
2026-03-15T07:28:59.108000+00:00,11245,2.774,0.277,1280,16
2026-03-15T07:29:05.381000+00:00,11245,3.147,0.283,1280,16
2026-03-15T07:29:10.287000+00:00,11245,3.314,0.293,1280,16
2026-03-15T07:29:14.381000+00:00,11245,3.407,0.326,1280,16
2026-03-15T07:29:21.297000+00:00,11245,3.935,0.415,1280,16
2026-03-15T07:29:26.848000+00:00,11245,3.862,0.265,1280,16
2026-03-15T07:29:31.080000+00:00,11245,3.899,0.282,1280,16
2026-03-15T07:29:35.511000+00:00,11245,3.771,0.229,1280,16
2026-03-15T07:29:39.007000+00:00,11245,3.494,0.191,1280,16
2026-03-15T07:29:47.663000+00:00,11245,3.649,0.725,1280,16
2026-03-15T07:29:51.778000+00:00,11245,3.455,0.543,1280,16
2026-03-15T07:29:52.749000+00:00,11245,3.401,0.453,1280,16
2026-03-15T07:29:55.110000+00:00,11245,3.309,0.415,1280,16
2026-03-15T07:29:56.524000+00:00,11245,3.272,0.346,1280,16
2026-03-15T07:29:57.305000+00:00,11245,3.244,0.279,1280,16
2026-03-15T07:30:01.305000+00:00,11245,2.894,0.006,1280,16
2026-03-15T07:30:02.415000+00:00,11245,2.773,0.823,1280,16
2026-03-15T07:30:04.665000+00:00,11245,2.658,0.671,1280,16
2026-03-15T07:30:09.649000+00:00,11245,2.583,0.571,1280,16
2026-03-15T07:30:15.339000+00:00,11245,2.692,0.658,1280,16
2026-03-15T07:30:18.858000+00:00,11245,2.773,0.81,1280,16
2026-03-15T07:30:22.579000+00:00,11245,2.881,0.848,1280,16
2026-03-15T07:30:30.208000+00:00,11245,3.051,0.846,1280,16
2026-03-15T07:30:33.711000+00:00,11245,3.033,0.882,1280,16
2026-03-15T07:30:37.813000+00:00,11245,2.85,0.785,1280,16
2026-03-15T07:30:43.588000+00:00,11245,2.739,0.616,1280,16
2026-03-15T07:30:48.323000+00:00,11245,2.838,0.576,1280,16
2026-03-15T07:30:52.443000+00:00,11245,2.882,0.627,1280,16
2026-03-15T07:30:59.087000+00:00,11245,3.117,0.681,1280,16
2026-03-15T07:31:04.337000+00:00,11245,2.94,0.367,1280,16
2026-03-15T07:31:08.547000+00:00,11245,2.942,0.276,1280,16
2026-03-15T07:31:12.875000+00:00,11245,2.667,0.088,1280,16
