date,session_key,z,meeting_key,y,driver_number,x
2026-03-29T04:20:53.304000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:53.643000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:53.863000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:54.023000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:54.203000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:54.503000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:54.823000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:55.023000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:55.303000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:55.783000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:55.943000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:56.204000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:56.524000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:56.944000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:57.184000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:57.344000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:57.624000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:58.024000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:58.424000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:58.824000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:59.004000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:59.264000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:59.484000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:59.884000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:00.103000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:00.483000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:00.703000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:00.923000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:01.143000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:01.303000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:01.563000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:01.743000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:01.843000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:02.203000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:02.403000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:02.583000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:02.744000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:02.904000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:03.184000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:03.344000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:03.684000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:04.024000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:04.264000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:04.504000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:04.704000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:05.104000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:05.484000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:05.844000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:06.124000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:06.304000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:06.464000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:06.623000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:06.883000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:07.063000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:07.283000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:07.583000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:07.823000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:08.163000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:08.323000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:08.643000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:09.003000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:09.203000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:09.384000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:09.784000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:09.984000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:10.244000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:10.624000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:10.784000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:11.044000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:11.204000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:11.424000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:11.724000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:12.084000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:12.424000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:12.604000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:12.984000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:13.283000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:13.503000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:13.823000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:13.923000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:14.203000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:14.543000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:14.763000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:15.023000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:16.244000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:16.564000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:16.764000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:17.104000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:17.384000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:17.724000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:18.004000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:18.304000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:18.464000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:18.764000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:18.824000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:19.064000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:19.224000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:19.464000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:19.704000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:19.943000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:20.123000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:20.283000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:20.523000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:20.763000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:20.863000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:21.243000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:21.403000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:21.643000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:21.903000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:22.263000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:22.504000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:22.764000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:23.044000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:23.464000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:23.684000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:23.844000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:24.024000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:24.224000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:24.384000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:24.704000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:25.084000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:25.244000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:25.504000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:25.904000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:26.144000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:26.603000+00:00,11253,0,1281,0,16,0
2026-03-29T04:21:26.843000+00:00,11253,0,1281,0,16,0
